240563119,0
576703585,0
3767700102,0
3714917228,0
1322209043,0
1165373836,0
173546485,0
738993209,0
649106432,0
3999864637,0
38120888,0
3910202730,0
3615280953,0
3229541777,0
3425482112,0
2636056694,0
3326299469,0
3586325606,0
1882035991,0
4243279210,0
1870978388,0
1925520782,0
1662821153,0
764344302,0
3531613156,0
174941935,0
4056248724,0
411020332,0
3911501485,0
3410987117,0
4149359605,0
2877066953,0
4013582696,0
2684111136,0
2694412797,0
2993205658,0
2465680573,0
20187204,0
4030724076,0
3255651079,0
2961577964,0
0,1
1239473833,0
3964022784,0
3082589408,0
2124222203,0
3196083671,0
4279911202,0
973076789,0
696675742,0
1779546732,0
3471485272,0
2096704913,0
3208787936,0
3622934553,0
2124903647,0
1049771308,0
485399273,0
4222685123,0
4216764398,0
2068109077,0
4231754743,0
1585536264,0
1697784397,0
3085105213,0
2250773087,0
1342487015,0
1187485921,0
3491158300,0
834709623,0
1672086502,0
2974386298,0
4086193793,0
2863784921,0
4173037784,0
612598646,0
1586001600,0
3719746383,0
1216827429,0
267435112,0
1929870988,0
3352652858,0
2215784161,0
443988802,0
909520024,0
67128858,0
3776221384,0
1944924928,0
791485913,0
2058433191,0
2750276222,0
2574133163,0
4291264811,0
3381095745,0
4171908402,0
1598548310,0
2823993659,0
3992497113,0
1638077576,0
1784723222,0
230031921,0
2590301113,0
2706527703,0
2294329789,0
2049602129,0
3873222762,0
2831808973,0
2410509732,0
3746924973,0
3982748463,0
2777561274,0
3511621582,0
2508009609,0
2447081724,0
3019354640,0
298442759,0
346895216,0
379855902,0
211015966,0
51475160,0
613566108,0
1983068370,0
2332804561,0
2721100887,0
1292488414,0
488341339,0
2643615574,0
2297098425,0
1870175418,0
824268876,0
718299675,0
1724829841,0
1235389194,0
1828874989,0
431867419,0
1939619450,0
3649685178,0
3136738111,0
790685816,0
3181057830,0
3933394925,0
3065595011,0
3347130234,0
148033862,0
436558459,0
449103340,0
269191728,0
2528527589,0
2759861863,0
2194563574,0
23371117,0
264181087,0
152091505,0
2379711475,0
483990617,0
3548845809,0
2801455152,0
603947653,0
2629342382,0
1425584659,0
2477682505,0
634495821,0
2178095405,0
2866341010,0
1608296864,0
1177499950,0
57510403,0
2025334217,0
3065973909,0
2721024073,0
