14393220,21667,69614,34418,22563371,12760,10866,49484,26109,22167
86267672,124377,387168,188390,156539330,100221,74285,312684,198648,205921
28105115,44338,136203,67553,49807680,34372,26860,106546,58387,56845
83921908,125633,408409,186498,186859734,192940,107500,333362,237305,225753
6439862,8596,29455,13601,10416725,7318,5211,24870,15056,12027
532444961,890509,2608731,1264777,962848208,607390,481973,1919593,1138029,1122571
99468010,155580,505416,218605,226755866,208701,128237,387089,314702,285300
18572123,28800,77764,39277,37765330,25422,34797,72904,38706,60954
30491,53,162,63,69788,47,29,83,81,149
0,0,0,0,0,0,0,0,0,0
13054,10,65,20,28246,36,17,54,47,25
22454,29,106,36,40292,49,20,91,81,65
12633,13,72,21,21482,34,15,46,43,29
6466,7,47,17,10385,27,3,21,37,37
143823,313,627,352,351828,317,324,763,427,738
21061,33,113,47,37658,49,18,81,81,83
30282372,49329,132660,67499,54899544,37371,33293,129419,63088,71904
86337,110,366,141,213731,195,66,234,231,170
22475,30,133,35,48887,76,29,77,121,115
44044,107,222,111,137014,111,79,156,124,207
19143,26,108,38,39897,54,28,71,86,61
9081,8,50,12,17812,35,12,36,35,33
24102,28,132,45,52843,73,37,96,114,77
21640,57,98,49,59256,68,55,171,86,114
23794,33,97,41,59409,67,52,92,80,142
12868,13,71,25,27092,38,19,52,58,43
57502,99,261,120,127851,127,88,245,238,282
28897,60,123,79,76269,59,74,152,114,189
4102,4,32,6,6740,20,4,19,32,12
19891,29,78,33,45328,32,19,54,31,83
158383,385,573,654,492152,523,469,1417,2362,969
4746594,7522,22710,10206,10139567,12111,7357,19280,12866,24575
21516,53,89,44,61338,30,46,88,50,122
3611825,5872,16837,7933,7219443,7172,4828,14943,9305,12555
604024,989,2840,1063,1763391,2471,1359,3128,2622,3558
448650,695,1878,821,1444897,2027,975,3740,1815,3440
9689776,4993,26666,7450,15931144,5529,3433,25250,8263,53755
598870,772,5663,974,1830851,5683,1228,2851,5357,3430
483157,759,2091,895,1546381,1333,1160,2621,1684,3468
2712723,4513,13185,6688,4525377,2656,2831,10541,5102,6246
8170589,11634,39699,18413,13020362,10163,6215,30114,18797,14872
905556,1255,3706,1450,6023224,3245,1625,5332,3416,4338
351926,532,1703,615,900391,1474,716,1910,1647,1766
314775,432,1489,550,830008,1365,666,1802,1293,1408
1142616,1386,5015,2004,3287272,2849,1489,5267,3253,4809
95839422,152896,425636,212319,199708180,150576,107608,414369,242966,286569
365277,555,1697,702,1150364,1632,577,2201,1517,1988
161567,194,716,258,417119,542,283,720,657,552
732293,1031,3371,1348,5807613,2564,1264,4097,2587,3318
892178,1298,4725,1992,1889347,1989,1034,3947,2888,2199
22397864,38917,100397,51396,54416093,46427,37253,104444,67750,87482
553746,722,2152,994,1544552,1346,894,2618,1577,1863
460741,656,2352,909,910579,1336,637,2547,1726,1957
881282,1272,4044,1838,2512232,2790,1435,4323,3199,4159
11617132,7696,24913,11735,14986446,6343,4158,18903,11563,9592
50858967,86656,243151,118711,110412776,89939,69905,224971,140473,142972
5016002,6787,27731,10643,8252345,10905,4292,18961,15869,10401
21959,25,138,43,41779,73,28,87,124,72
4208368,5963,36751,8572,7920881,27224,5169,16731,28242,17977
874477,1536,4029,1950,2033326,1973,1479,4579,2738,2976
1019152,2011,3929,2339,8170568,3335,2430,6865,3391,6627
3301622,4937,15949,7010,6757436,6909,3665,13518,9594,10467
3097540,4294,14337,6457,5200411,4139,2740,12145,7386,5910
4621207,7134,21172,9761,11026973,12123,8539,18668,12908,22732
332478,439,1478,451,955027,1453,847,2126,1614,1668
368442,493,3758,587,840853,3539,583,1665,3463,1973
26091118,40027,120590,57106,54705257,44344,28660,107198,70630,74359
5874494,8618,28171,13037,9888678,7133,4771,21997,13531,10749
2548431,3261,11802,4983,5203509,4973,2435,9087,6186,8259
6397183,9158,29939,13963,12243778,8619,5738,24379,14849,14093
1731982,2726,9724,3834,3319062,4740,1641,6892,5753,5713
7584656,9496,44401,15144,11792044,18988,5253,26930,26587,13818
244381,367,1279,488,654358,847,362,1206,932,891
441893,689,2297,949,1207462,1857,811,2519,1882,1647
480377,633,1921,1106,980857,409,405,1620,726,1064
53890089,90678,260499,124068,118673436,106506,64890,223030,147568,160656
29967010,47532,138456,67803,63186766,41750,29598,116784,68531,79017
6235253,8383,36406,13002,11752509,18240,6420,24863,23314,15565
2293795,4379,11287,5347,6327092,5846,4441,12900,8721,9472
77812132,94974,302198,141335,160112159,111643,74379,321974,239518,312539
293798,382,1368,447,883367,1106,766,2004,1453,1748
2551853,3422,13497,5372,4914632,6176,2835,10754,8634,7069
31277427,49153,136951,69231,75225989,44775,33605,126336,68420,86596
6224266,11965,27867,15701,32002166,17877,16128,33306,17674,48772
1412769,2042,6576,3096,2181941,1436,1050,5123,2791,2531
30013264,54013,144915,60758,71881318,79284,48232,114687,92309,89684
11107801,16631,57036,24060,22115075,26976,12112,45849,35356,29454
539199,852,2656,1151,1364929,1723,1014,3179,1953,2273
441952,521,1512,955,1010539,1230,690,2854,1417,2635
207483,199,817,248,458265,699,242,1228,627,1094
3508800,4938,14520,7597,6653848,4273,3458,13148,7942,10716
14236215,23901,65414,33680,24870646,13417,13702,56928,25241,28652
2025753,2940,10152,4771,2775199,1693,1229,7002,3942,2674
3465897,4647,14543,7172,5954446,4242,3446,12898,6889,8656
25917239,40175,145525,57823,52414620,74532,31181,109168,87250,85019
6260210,8469,30765,13021,11303113,9845,5355,24684,17111,12433
27032520,42885,113770,59912,61496614,47919,32722,116101,61942,70326
5563091,8304,26273,12764,10152331,8118,5668,21816,13328,13951
3238806,4665,14177,7155,14516910,4184,3387,11477,6580,9217
3029883,3874,13787,5734,5688103,4951,2583,12894,8173,9208
7154104,10559,32228,16489,12572654,7786,5947,25102,14379,16349
4271633,5736,20464,8846,7710092,6914,3706,17100,11028,10413
989978,1262,4409,1779,4355578,1775,1039,4076,2878,2653
6800082,10900,32048,16095,21809878,7781,7453,28478,13483,16915
2352171,3622,12523,4828,5641678,6769,3242,10845,8533,8381
233367,305,1438,397,648576,1005,222,822,1066,1103
6447308,8965,41660,14207,11225534,20226,6167,23886,24553,14194
49756846,72504,213845,106138,110875717,71610,51058,205255,121699,158750
12723324,17856,58804,27199,24584977,16445,10677,47346,29907,27419
30201828,46041,124901,65683,61112491,41147,35295,141131,66051,83512
4227790,6238,22111,8588,9433533,11692,5562,17384,14202,13670
5393031,7858,25116,11996,9902768,7642,4964,21957,12603,12868
3630424,5290,17088,8074,6835261,4973,3307,15777,8917,8160
15480683,20695,80356,32834,30202105,34995,21985,55672,46608,31521
6404018,8805,31251,13304,12462085,11350,5883,26176,17579,14493
6660012,9369,27744,16383,13909023,9338,7434,33739,17773,20442
2426512,3707,10769,5002,5847462,5738,3714,11671,7772,7809
7937539,11179,36323,17024,15017063,12448,8387,33145,20223,18455
24595349,36380,112333,53935,44675783,31598,21014,91856,52612,50618
11576831,16641,66739,23681,27247909,35174,12998,49650,44549,33465
6761965,11923,31693,15966,14689854,10963,9131,29826,17407,21565
6116528,8604,31450,13939,8927977,7917,4261,20963,13681,9287
3286522,5214,14569,7501,7076671,5258,3722,13748,8447,11359
2813576,4046,13619,6126,4890896,4023,2512,11495,6729,6938
4734901,6643,19601,9234,8761078,7860,5670,19455,11136,16949
237054,268,840,341,494517,531,283,876,578,850
2613764,4503,11836,6016,9119468,4465,3224,11781,6260,7959
49830688,81701,240752,132827,104431910,91243,56125,224294,141314,154853
272948,378,1406,570,810770,770,426,1153,988,745
3540996,5055,16942,7781,6320614,5000,3135,13782,9277,8277
677611,987,5135,1274,1980094,4645,1389,3727,4863,3410
658346,997,3031,1293,1726451,1780,901,3027,2205,2496
4306302,8120,22963,9842,9907499,13537,7276,18934,14873,18237
5090244,7586,22440,11232,12820213,7373,5536,20936,12192,13900
3598377,6100,16046,7291,7287443,5522,4180,14965,9847,9864
1442033,2630,6445,3220,4069474,3303,2419,7193,5075,6711
3081325,4145,17375,5325,7080535,10929,5251,9851,13631,8890
495625,689,2041,1002,4115335,1616,758,3315,1578,2789
4737353,6709,23396,10321,8386120,7834,3983,17961,12042,10910
23042808,40231,98080,52106,52734101,42565,32892,106408,63185,84841
2857407,4669,12159,6344,6762908,5035,5479,15466,7665,16194
3737788,5764,18103,8215,8652423,9590,4977,21092,16412,17895
14339536,20693,69013,32516,26663555,24086,13460,53996,37826,35872
215503,208,994,267,539909,783,372,1128,947,666
234928,357,1199,484,371803,517,169,923,676,721
4152280,8464,17802,10440,9538958,5213,6825,18077,9051,14862
100272,305,600,147,262435,423,353,1189,733,617
18138744,28262,84747,41469,33869219,23066,15934,67092,39295,39262
5376626,7635,26923,11543,11586106,10240,5051,19852,14237,12139
7627451,11039,41810,16652,14060463,18010,7684,29073,23697,20062
8118697,9546,29835,15458,14109636,14065,8421,29534,15260,32865
279935,383,1314,560,1578455,883,496,2347,1708,1748
9095781,15494,39147,20489,18225539,12700,10275,37608,19839,23421
6681828,13863,28565,16599,16564664,10245,10967,37320,16433,24192
3278254,5052,14919,7550,8565080,5115,3525,16811,9097,9837
2038721,3499,9152,4522,4652787,3659,3095,9696,5278,6993
19246740,31583,98542,41965,46625989,60779,31575,105172,73899,74749
19351096,27739,88294,42041,36543181,32203,21665,80783,47833,53396
9276404,15101,38931,21243,20801490,17878,12759,42276,22823,42310
14336589,23183,64587,32199,34288540,29770,20042,74312,46414,54463
13664601,18341,56736,29283,27679351,23951,22845,68394,34527,47672
1409637,2230,7189,3045,3102274,3755,2002,6654,4971,5079
4846396,7542,20994,10535,10699431,9905,5619,22878,12014,19134
5614918,7934,29771,12399,9880304,12105,4946,21333,16470,14147
2354527,3251,8944,5195,9382324,4031,2724,11122,5266,7581
11552480,16200,49096,26631,22082380,18076,11236,45471,27513,26553
53494714,88097,213652,113893,96587037,58921,53491,188429,104158,135232
2592767,4126,12502,5726,6435410,6215,4118,11510,8425,11747
423360,589,1721,713,3241221,1575,793,2235,1388,2053
399087,557,1812,711,2379847,1295,693,2081,1362,1492
360602,428,1783,566,767163,1219,522,1709,1458,982
248650,211,1314,341,500705,1155,440,1357,1174,858
6780899,9478,33041,14525,12474823,11215,5868,26549,18666,15368
313908,405,1704,487,821872,1345,548,1730,1672,1229
548522,1443,2951,1338,2180398,2721,1497,3033,2717,4287
1331482,1769,6578,2903,1823116,1212,773,4654,2905,1589
10112099,15721,48340,23784,18459533,13036,9030,40030,23097,22942
30937340,46189,162383,65635,75577220,89750,47040,123637,102106,91666
153801,331,431,158,814703,307,233,654,310,919
3683293,4254,10629,5888,8687408,3523,4217,10688,5167,7313
15453174,24826,66603,34102,32428515,22922,19950,60875,34238,46700
2820231,4205,12803,6391,5120754,3909,2551,11222,6102,7618
20847418,35083,95920,48396,45701122,29421,25595,96954,52610,61764
1875989,3122,9197,4488,3265023,2215,1712,7202,4263,4178
101910044,162130,485707,216541,214116465,232965,106947,413169,315373,340707
402063,626,1512,677,3770576,1205,838,2342,1311,2054
15944298,24656,80264,36751,31451698,34286,17687,65464,44256,44274
1672390,4395,7058,4635,5706865,4336,5194,12248,5896,10046
3050451,3998,17806,6382,5087721,7948,2261,12810,11704,7403
5963597,10696,27137,14379,13102381,9153,7888,25710,14098,17978
3343941,5170,19225,7471,6719955,9194,3677,13427,11897,8904
22503295,32311,122077,47711,55651570,64298,34780,81492,80624,60092
2368560,3413,11202,5216,4180695,2984,2173,9210,5512,4937
14973737,22247,70598,33508,27547585,19717,13003,54178,33095,33466
3461177,5025,16837,7472,6060783,5349,3126,13405,8667,7408
4862003,8817,23403,11373,9214524,7622,4880,19540,11864,12824
3614398,4927,17269,8074,6641795,4906,3066,13875,8429,8070
2539322,3306,11230,4532,4901217,5251,2490,10571,7436,7978
2914025,4382,14044,6620,5521214,4646,3149,12144,7519,7369
6995480,10458,32913,15173,14097881,9807,6838,27648,17764,16454
4450775,6448,21098,9727,7623395,5550,4044,17720,11278,9007
3610736,6067,19117,7850,8630429,11531,6423,17801,14288,17312
6760917,2989,17038,4371,11263928,3726,2303,16561,5418,39961
15008,24,77,28,40691,71,49,56,69,61
13662581,21126,62061,30307,32338779,27452,17855,64666,44643,51808
3783559,5267,17139,8025,7238010,5247,3221,14635,8972,8787
1240470,2202,5691,3008,2122980,1008,1746,4141,1885,2624
24727,33,110,55,29911,11,11,70,33,22
29003489,38226,131712,163025,67983774,54057,32131,233684,97338,157218
32305535,49128,141290,71480,82489169,71636,43990,142355,113464,120004
7322577,10788,32297,15939,21501968,10640,7723,31421,17159,19081
4235928,6366,19907,9444,8074818,5612,3754,15922,9943,10147
723694,1095,3653,1792,985328,479,404,2225,1199,829
30338696,45628,153296,68123,60152635,59826,29438,117835,88466,76117
17851853,29006,78573,39461,40707541,28858,22494,82321,51697,58960
9715,38,56,28,40079,48,24,71,48,109
3138486,4767,13072,6700,6864833,5695,4036,15818,9924,12848
1945348,3223,9949,3995,4737065,5327,2629,7106,6357,6229
10287574,19268,55481,24205,22512060,23293,11195,39768,33553,31766
491538,811,1980,1006,1710010,1226,832,2483,1619,4552
11940,18,58,19,19798,35,9,30,30,25
1339202,2051,7479,3015,2919211,3959,1620,6150,5185,7234
3025308,5011,17173,6498,6326273,10628,3883,13222,11803,13022
462978,946,1808,956,1179774,491,667,3383,2032,2314
13141382,22184,61853,31708,24696205,15641,10883,45178,25116,31056
21849061,33110,104073,50508,53435152,33106,26254,88571,52285,64957
0,0,0,0,0,0,0,0,0,0
2648629,3573,11775,5092,5814040,6198,3304,11515,7871,10746
168248,255,827,356,440808,525,307,1034,661,1394
2653116,4609,12436,6026,6754203,6923,2578,9823,7060,12241
230571,484,810,477,774577,351,342,1523,615,1005
68668,224,235,175,269644,156,172,727,354,572
701590,899,3633,1604,2081148,2802,1060,3258,2797,2529
0,0,0,0,0,0,0,0,0,0
941850,1666,3893,2133,1938366,1523,1283,3919,1880,3701
87445,144,409,162,327660,306,158,917,529,688
4410098,6427,20311,10832,6460641,4106,2910,14572,7389,7937
3058505,4768,14133,7658,5306949,2864,2407,11694,5804,6448
1166217,2240,4939,2893,2671150,1856,1471,5011,3043,4390
44064466,72686,216296,104551,84292672,65285,40749,170769,116069,104357
4259938,6516,20642,9994,7595554,5531,3540,15105,9184,9840
47064006,74326,222235,112382,80638575,45074,37906,172205,93633,88625
1610108,1886,7278,2628,3768532,3857,1895,8347,6317,4243
3045299,2476,12942,3788,6092878,6125,2714,16572,12343,6254
1646851,3073,7313,3735,4888347,6345,3997,8863,5949,10900
2150414,3463,9470,4955,5238383,4193,3613,11249,6286,8647
51002,79,224,109,95439,102,67,194,106,110
1032287,1478,4526,1978,2508898,2286,1266,7117,4155,4532
1415941,1738,11130,2533,2904939,8906,1751,6486,9446,5439
1477227,1760,6257,2500,2734455,2603,1502,6757,4703,3823
2195351,2843,9802,4135,4691802,4530,2494,10421,7266,5909
622630,828,2611,1146,1700726,1273,861,2994,2126,1910
947029,1284,4134,1935,1825260,1570,959,4252,2570,2095
1165730,1479,7573,2280,2457648,5109,1461,5147,5728,3700
1072088,1656,4690,2192,2912700,2992,3033,5775,3632,6687
1691835,2051,7115,3091,3701668,3325,1825,7534,5086,4685
1277432,1658,5537,2399,2464236,2366,1509,5298,3936,3475
1112158,1398,4401,2119,2446912,2183,1593,5960,3524,3387
2452167,2315,32690,3372,4870862,31557,2306,11162,31052,13683
1821767,2128,8108,3077,3852838,3925,1899,8624,6284,4958
2927369,3518,12776,5137,5924894,5876,3422,13830,9333,7032
1032431,2639,3531,2486,3604303,2041,2360,5096,2713,6640
1814551,2266,7732,3250,4168208,4031,1933,7797,5401,5390
2126694,2613,8854,3879,5037654,3992,2129,13491,6633,6449
1183262,1654,4802,2277,2769561,2258,1433,5768,3648,3811
786242,897,3158,1354,1990053,1738,891,3765,2420,2599
2254771,2983,15075,4328,5090242,10686,2681,12641,12221,7611
740692,1026,3007,1180,1866514,1591,1027,5288,3884,3367
7215506,11169,33803,15427,16033930,15144,8364,34470,22423,25249
0,0,0,0,0,0,0,0,0,0
137016,204,538,282,266097,151,149,454,269,306
4365680,6948,18087,9814,13492085,6680,6084,19488,10033,14154
1326711,1851,5754,2535,2944574,2588,1571,6271,4314,3685
314431,287,1310,378,739441,740,359,1693,1342,837
423260,733,1514,911,1005667,826,688,2653,1414,2229
186728,222,736,280,344626,299,148,621,438,809
82729,87,556,126,178365,439,164,251,430,183
717430,766,3090,1149,1588327,1545,906,3702,2646,2426
3973930,6188,20163,9251,7591295,7845,4097,15900,10622,10956
1505865,2484,6762,3482,3277001,2796,1806,6416,4010,5147
22847105,36847,110097,55643,38654279,25041,18274,81889,51537,45054
38948,63,265,85,90342,145,61,200,212,147
33865,40,163,58,76291,102,56,173,147,173
375918,699,1670,853,867302,914,505,3883,3133,3281
444645,834,1811,913,1187227,1285,1034,3759,2835,3348
2191076,3389,13892,4339,5060135,8431,2590,10451,13976,9190
16734497,32132,92110,39320,39404343,45525,25008,71200,59606,60431
0,0,0,0,0,0,0,0,0,0
447720,471,1391,517,811871,218,195,1047,411,2400
163611,237,810,298,327075,520,289,828,598,470
49230,130,179,113,202914,126,116,518,398,541
240723,356,1084,478,477313,461,234,916,647,811
155794,179,671,288,441207,239,131,673,445,441
74000,97,274,143,211770,93,71,531,236,273
32045,19,78,28,74434,55,25,64,71,63
73450,139,367,188,236036,133,102,335,250,325
78434,151,403,203,183225,94,77,311,287,279
80542,138,277,204,319691,176,267,431,187,410
37566,67,185,92,59614,51,38,148,157,109
41340,51,158,66,107280,64,57,134,132,82
28224,44,130,71,55665,63,26,145,103,150
65959,97,297,146,205630,141,90,257,228,262
89036,99,331,157,231905,141,74,250,251,260
348980,277,1429,460,692696,641,367,1834,1383,912
11018,17,39,29,18226,15,30,153,20,57
301055,445,1347,662,519935,281,234,938,550,704
191242,307,928,435,382330,425,227,698,580,542
374528,295,2772,406,941599,2603,493,1730,2784,1817
385252,523,1350,623,845574,545,401,1276,797,1687
12851,17,62,84,31536,43,29,65,57,184
74724,112,324,146,153292,114,65,270,214,294
321117,416,1404,540,767662,551,293,1422,1048,852
66417,81,221,111,112236,111,76,228,165,248
69546,87,321,117,124710,141,37,244,240,337
131484,187,640,304,191504,148,94,460,285,286
74562,120,295,145,146088,127,69,240,181,293
295846,486,1341,646,606982,714,431,1572,846,1314
28017,33,154,51,65735,78,84,234,183,93
436772,493,3717,702,1109534,3320,615,2104,3467,2118
287917,489,1259,603,1784135,606,507,1334,916,1321
896193,1374,4484,2164,1319232,745,546,2807,1600,1185
513945,954,2073,1186,1197578,838,672,4280,2862,3529
19876459,31313,92920,47112,42518256,23269,17757,72235,47689,48222
3208127,5243,14404,7344,6811179,3413,3062,13763,6488,6206
47917,112,238,114,174998,140,84,243,148,306
1665397,1157,4998,1708,2622948,886,612,4152,1433,7658
64503,157,362,157,137042,109,73,236,201,171
432967,861,2163,1095,844586,451,341,1259,874,858
103437,145,378,170,288856,113,74,320,228,526
1268971,2087,6238,2760,3081603,2587,1638,5523,3495,3252
476519,837,2430,1201,798598,611,453,1911,1095,1493
113221,238,579,306,222230,119,143,503,303,309
621491,807,2144,1028,923351,530,489,1931,980,1434
2136915,3249,9125,4544,4121510,2336,2195,7854,4245,6920
375953,503,1523,769,826375,580,379,1486,1068,1803
622853,914,2598,934,1443029,1213,743,3032,2167,2436
207500,412,870,461,492124,359,263,949,698,811
214099,555,725,553,1091816,980,582,1666,542,2671
648670,1052,2941,1395,1454794,902,696,2548,1645,2108
37713,107,190,105,102899,92,77,233,126,225
642888,737,4728,1104,1492519,4678,992,2524,4107,4258
281404,417,1176,505,690517,428,422,1054,691,1154
269337,422,1365,671,470510,263,195,923,459,489
96170,164,458,237,224098,278,110,464,286,511
123771,247,533,268,268462,213,164,523,335,426
301426,574,1409,790,660457,606,537,1558,1085,1207
179565,397,884,426,420435,303,153,937,639,838
116561,209,622,303,188093,114,86,413,316,245
175407,276,815,446,319112,302,160,696,497,494
227444,470,1029,619,576815,391,331,1181,605,1330
219238,238,975,335,428450,360,180,1177,856,502
210111,340,978,441,444684,444,226,1090,685,1011
87525,147,447,200,145745,162,47,280,253,231
470777,792,2141,983,920187,827,434,2476,1304,1687
167575,275,790,382,312767,187,113,589,390,578
65411,185,193,61,144852,155,64,338,135,847
132164,245,662,307,283073,280,158,674,396,627
60618,94,292,156,112956,127,60,245,137,283
133490,208,586,289,288878,267,140,579,415,761
112935,216,520,287,236870,209,120,476,312,472
153160,271,679,356,320860,355,201,626,382,729
69883,135,435,175,206594,166,96,389,446,378
2076728,3025,9896,4797,3161520,2441,1835,7781,4346,4295
123950,303,700,320,319212,199,162,678,622,628
278072,471,1230,583,675054,359,259,1110,643,831
6047,9,25,12,17716,17,19,32,14,41
133888,290,748,334,282529,278,150,465,440,484
618563,974,2628,1442,1661530,1150,901,2620,1567,3144
124343,224,685,302,215947,180,110,437,344,258
299417,508,1542,732,615667,561,380,1337,1084,938
238494,272,1025,339,546055,529,308,1267,1007,928
274126,491,1338,621,567313,441,261,1088,938,1108
107759,146,517,220,233275,246,122,717,328,452
169803,263,859,420,246897,118,103,570,334,241
76111,186,472,190,171422,158,106,306,357,303
173182,299,734,350,397370,578,191,501,390,614
207128,300,951,438,347832,249,161,737,538,680
220780,440,1156,558,466541,317,281,850,679,647
221116,346,987,476,418566,281,203,730,479,763
267913,463,1305,640,425797,265,184,831,470,529
115360,183,541,313,305379,401,225,812,465,928
248648,404,1126,487,600105,507,220,1125,696,1106
623585,853,2612,1151,1041349,565,455,2007,1291,2009
121241,201,501,236,231170,293,141,490,330,615
165469,254,773,360,275795,283,155,592,437,671
76430,168,393,194,224111,130,83,358,199,285
65129,139,392,177,139888,106,76,296,314,227
288662,492,1303,553,659345,565,326,1369,987,1142
129488,216,656,297,205049,118,70,416,272,305
45932,93,219,98,93478,84,26,121,112,132
87423,146,482,202,165988,236,102,304,369,267
129843,310,645,305,323577,301,187,642,478,606
220802,450,954,491,524119,481,307,1095,756,1442
132907,256,588,343,636499,258,180,533,375,653
64337,140,347,171,141873,115,81,240,205,239
210490,309,989,447,370486,384,283,937,648,612
259462,486,1099,716,704878,817,465,1851,1032,1942
126973,293,682,328,345798,300,145,582,546,736
1279856,1725,5921,2653,2117633,2065,1180,5127,3275,3127
31595,60,163,72,65321,57,22,72,60,81
140500,236,612,250,395846,215,100,425,349,594
445001,679,2040,1003,1288766,642,468,1996,1122,1280
275534,497,1321,669,458200,276,193,870,500,764
62305,98,350,155,159764,195,78,425,259,265
116509,263,562,344,361280,435,195,761,431,944
363180,446,1396,597,679117,580,351,1522,1082,890
183769,321,835,387,433104,317,142,736,521,771
1177804,1618,5727,2623,1589524,1027,702,3799,2387,1597
84037,184,437,216,401470,200,113,339,327,290
505376,809,2282,1186,1241690,988,846,2375,1351,1619
14904,34,62,34,42203,17,24,53,57,51
103532,194,505,245,207617,204,89,390,279,341
90441,196,417,202,216928,97,84,331,231,436
1300046,2156,5972,2995,2894734,2130,1707,5968,3759,4917
345156,974,1446,939,1263470,698,1009,2135,1221,2067
272087,483,1224,620,589343,508,312,1126,666,1014
143376,257,718,289,306522,251,134,560,531,610
83068,159,364,199,192536,177,97,387,274,409
13226,31,67,33,26364,18,8,43,42,36
12350,52,67,23,32850,43,81,65,47,98
29689,59,170,83,54906,56,18,109,99,66
133714,173,479,231,256372,203,101,462,340,659
2039876,3770,8664,4517,4646960,4188,3718,14860,7269,9471
17559,33,100,41,34960,47,9,56,42,75
51604,101,248,130,135619,134,86,369,163,291
191233,259,681,300,349868,239,161,603,462,784
262487,477,1390,572,747977,695,306,1063,890,949
236446,392,919,510,599820,441,316,1154,726,902
116882,209,564,261,248709,228,130,404,410,408
726094,1205,3269,1637,1523050,1433,1078,3532,1893,2961
100016,196,507,239,283235,256,127,514,334,412
3331,9,25,11,8566,8,6,12,9,9
97204,187,423,229,245391,213,141,356,269,405
426030,603,2061,927,634272,474,327,1440,1058,1009
188947,312,917,436,430530,459,148,697,560,781
145035,263,704,298,323643,222,98,489,393,428
371567,443,1569,583,781947,639,388,2051,1325,1078
200342,329,894,420,390993,424,245,791,505,751
51011,81,231,114,141400,81,52,175,144,160
37817,59,213,81,74334,102,43,197,161,126
155533,261,778,309,452164,364,124,710,540,649
15928,29,85,37,30904,20,13,53,47,33
83667,172,445,189,205258,91,53,255,246,238
33890,79,218,89,78922,48,28,246,199,160
116200,274,575,289,298916,328,208,859,503,578
165533,341,728,387,357601,228,198,750,363,555
200462,439,825,502,593192,491,480,1102,746,1024
201706,327,993,442,339465,252,143,759,421,541
317903,525,1214,665,891122,747,665,1970,1294,2236
66108,128,330,141,129837,74,33,228,198,256
115546,196,574,237,228591,184,66,364,378,447
45563,77,243,90,103322,62,42,323,176,147
84291,176,408,203,197626,220,126,332,272,343
67516,148,295,168,142412,137,75,276,193,275
100027,183,509,225,222182,182,88,466,306,378
89981,139,419,185,184758,151,78,375,303,330
32493,51,172,63,83676,85,34,269,161,153
124758,227,605,270,252422,216,97,428,332,406
139768,303,665,344,358786,239,175,769,495,777
50719,106,259,121,107906,115,31,173,185,168
51315,100,255,106,110445,90,40,169,210,153
31273,49,159,62,66418,112,43,143,129,191
82368,116,389,194,138836,140,67,350,233,280
18533,30,99,48,37476,52,41,80,91,55
153739,174,553,212,462399,377,138,556,333,1019
29319,34,112,78,52925,75,48,145,128,96
16111,34,82,44,38232,63,17,100,71,105
30341,58,179,72,55718,103,64,110,113,70
229672,403,1178,490,553515,488,207,876,688,770
52025,100,278,123,123496,152,50,205,196,200
